BoroName,BoroCode,BoroCD,CounDist,AssemDist,StSenDist,CongDist,StopName,Corner,BusStopID,Routes,Direction,Notes,Elected Official,WO #,Wireless Communication,Release Date,RTPI Complete,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,Location
Staten Island,5,503,51,62,24,11,"ARDEN AV & WOODROW RD
(NE Corner)
203586",,203586,"X19, X17",Northbound,North through Brooklyn or New Jersey to lower Manhattan and midtown,Borelli (SI),E18,NYCWiN,,,40.550223,-74.187657,Arden Heights-Rossville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.187657 40.550223)
Manhattan,1,107,6,67,47,12,"BROADWAY 
& W 79 ST
(SW Corner)
403165",,403165,M104,Southbound,Transfer from 79 St 1 train. South on Broadway to 42nd St,Rosenthal (Mn),E297,AT&T,06/21/2018,12/05/2018,40.783599,-73.980392,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.980392 40.783599)
Manhattan,1,103,1,65,27,10,"MADISON ST &
RUTGERS ST
(NW Corner)
402109",,402109,M22,Westbound,West to Battery Park City,Chin (M),E160,AT&T,,,40.712684,-73.990419,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.990419 40.712684)
Brooklyn,3,306,39,52,26,10,ATLANTIC AV & CLINTON ST,SE,305111,"B61, B63",SB,,Lander (Bk),E080,AT&T,01/27/2020,11/06/2020,40.690095,-73.994155,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.994155 40.690095)
Manhattan,1,105,4,73,28,12,"LEXINGTON AV 
& E 56 ST
402838",,402838,"M103, M102, M101",Southbound,Might have scaffolding,Garodnick (M),E128,NYCWiN,,,40.76012,-73.969776,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.969776 40.76012)
Queens,4,412,27,29,14,5,Farmers Blvd and Linden Blvd,SW,503913,Q3,SB,,Miller (Qn),E057,AT&T,12/06/2019,06/16/2020,40.691427,-73.762442,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.762442 40.691427)
Staten Island,5,501,49,61,23,11,"WALKER ST & SIMONSON AV
(SE Corner)
200250",,200250,"S96 LTD, S46",Eastbound,East toward St. George Ferry on Castleton Avenue,Oddo (SI),E48,NYCWiN,,,40.631687,-74.151795,Mariner's Harbor-Arlington-Graniteville,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-74.151795 40.631687)
Queens,4,401,22,36,59,14,ASTORIA BL & 21 ST,SW,552115,Q19,EB,,Constantinedes (Qn),E115,AT&T,03/07/2020,04/29/2021,40.772386,-73.926434,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.926434 40.772386)
Brooklyn,3,311,38,49,17,11,18 AV & 66 ST,SW,300900,B8,WB,,Menchaca (Bk),E040,AT&T,10/23/2019,03/26/2020,40.618297,-73.991139,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.991139 40.618297)
Manhattan,1,105,4,75,28,12,6 AV & W 34 ST                                  400933,,400933,"M5, M5 LTD, M6",Northbound,"North to Harlem, Washington Heights, and GW Bridge Bus Terminal",Garodnick (M),E166,AT&T,,,40.74986,-73.987669,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.987669 40.74986)
Staten Island,5,501,49,61,23,11,"CEBRA AV & VICTORY BL
(NE Corner)
201238",,201238,S52,Northbound,St George,Oddo (SI),E390,AT&T,10/15/2018,03/06/2019,40.633974,-74.085579,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.085579 40.633974)
Brooklyn,3,313,47,46,23,8,"W 37 ST &
NEPTUNE AV
(NE Corner)
302787",,302787,"B74, B36",Northbound / Eastbound,"East on Mermaid Av to Coney-Island Stillwell Av D, F, N, Q trains, or east on Surf Av and north to Sheepshead Bay",Treyger (K),E163,NYCWIN & CSF,,,40.57719,-74.003225,Coney Island-Sea Gate,AE,,1,POINT (-74.003225 40.57719)
Queens,4,413,31,31,10,5,FARMERS BL & 145 DR,SE,503779,Q3,NB,,Richards (Qn),E165,AT&T,12/30/2020,05/06/2021,40.664368,-73.768265,Springfield Gardens (South)-Brookville,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.768265 40.664368)
Manhattan,1,105,4,73,28,12,"LEXINGTON AV &
E 59 ST
(SW Corner)
404171",,404171,"M101 (LTD) M102, M103",Southbound,"Transfer from 59 St - Lexington Av 4, 5, 6, N, Q, R Subway, south down Lexington",Garodnick (M),E65,NYCWiN,,,40.762106,-73.968336,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.968336 40.762106)
Manhattan,1,112,10,72,31,13,WADSWORTH AV & W 181 ST,SE,403783,"Bx3, Bx11, Bx13, Bx35, Bx36, Bx36 LTD",EB,,Rodriguez (Mn),E134,AT&T,08/27/2020,03/12/2021,40.849579,-73.935065,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.935065 40.849579)
Staten Island,5,501,49,61,23,11,"BEACH ST & 
UNION PL
(NW Corner)
201082",,201082,"S78, S52",Southbound,Bricktown Mall,Oddo (SI),E414,AT&T,11/05/2018,01/30/2019,40.62776,-74.07766,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,2,POINT (-74.07766 40.62776)
Queens,4,402,26,30,12,6,"WOODSIDE AV 
& 61 ST
(NW Corner)
550592",,550592,Q18,Westbound,Near Woodside Plaza. Transfer from Woodside LIRR. Northwest to Astoria Houses,Van Bramer (Qn),E276,AT&T,05/14/2018,10/26/2018,40.745114,-73.904027,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.904027 40.745114)
Staten Island,5,501,49,61,23,11,PT RICHMOND AV & ANN ST                      200426,,200426,"S59, S53, S57",Southbound / Eastbound,South on Port Richmond Rd or east on Richmond Terrace,Rose (SI),E171,AT&T,,,40.638743,-74.132956,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.132956 40.638743)
Manhattan,1,102,3,66,27,10,8 AV & BLEECKER ST,NE,401608,"M12, M14A, M20",NB,,Johnson (Mn),E009,AT&T,08/29/2019,01/24/2020,40.737379,-74.004929,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-74.004929 40.737379)
Manhattan,1,106,4,74,59,12,AV C & E 18 ST                                                402055,,402055,M9,Southbound,-,Garodnick (M),E238,AT&T,,,40.731266,-73.974185,Stuyvesant Town-Peter Cooper Village,AE,,1,POINT (-73.974185 40.731266)
Queens,4,410,32,23,15,5,"CROSS BAY BL & 
LIBERTY AV
(SW Corner)
550138",,550138,"Q41, Q7",Southbound,Transfers from A at Rockaway Blvd & NB/SB Buses on Cross Bay/Woodhaven,Ulrich (Q),E22,NYCWiN,,,40.679836,-73.844731,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.844731 40.679836)
Staten Island,5,502,50,64,24,11,"HYLAN BL & 
NEW DORP LN
(SW Corner)
201121",,201121,"S79 SBS, S78",Southbound,Near New Dorp High School & retail. South to Staten Island Mall & Bricktown Mall,Matteo (SI),E49,NYCWiN,,,40.57029,-74.110121,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-74.110121 40.57029)
Brooklyn,3,312,39,44,20,9,CHURCH AV & E 3 ST,SE,302693,"B35, B103 LTD, BM3, BM4",EB,,Lander (Bk),E070,AT&T,01/17/2020,07/23/2020,40.643612,-73.97723,Kensington,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.97723 40.643612)
Staten Island,5,501,49,61,23,11,"RICHMOND TER &
JERSEY ST
(SE Corner)
200041",,200041,"S90 LTD, S44, S40",Eastbound,East on Richmond Terrace to St. George,Rose (SI),E112,AT&T,,,40.646853,-74.088536,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-74.088536 40.646853)
Manhattan,1,108,5,76,28,12,E 86 ST/1 AV                      401919,,401919,M86 SBS,Westbound,M86 SBS stop where WalkNYC RTPI could not be accomodated,Kallos (M),E207,NYCWIN,,,40.776884,-73.949159,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.949159 40.776884)
Staten Island,5,501,49,64,23,11,"NARROWS RD &
FINGERBOARD RD
203345",,203345,"S79 SBS, S93 LTD, MTA DOO",,--,Savino (SI),E95,NYCWiN,,,40.604596,-74.069364,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.069364 40.604596)
Brooklyn,3,305,37,54,18,7,"JAMAICA AV 
& HEMLOCK ST
(SW Corner)
301494",,301494,"Q56, B13",Eastbound,Jamaica,Espinal (Bk),E335,AT&T,08/30/2018,11/14/2018,40.689797,-73.872708,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.872708 40.689797)
Brooklyn,3,355,39,44,20,10,PROSPECT PK SW & 10 AV,NE,305731,B68,NB,,Lander (Bk),E085,AT&T,02/04/2020,10/05/2020,40.66007,-73.977772,Prospect Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.977772 40.66007)
Manhattan,1,105,4,75,28,12,W 49 ST & 5 AV                                               402189,,402189,M50,Westbound,--,Garodnick (M),E230,AT&T,,,40.758113,-73.978021,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.978021 40.758113)
Brooklyn,3,311,38,49,17,9,18 AV & 62 ST,SW,300898,B8,WB,,Menchaca (Bk),E037,AT&T,10/22/2019,03/26/2020,40.620663,-73.98875,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.98875 40.620663)
Queens,4,404,21,35,13,14,108 ST & HORACEHARDING EXP(NW Corner)                                        503492,,503492,"Q58 LTD, Q58, Q23",Southbound,South on 108th St to Forest Hills subway and LIRR trains,Katz (Qn),E252,AT&T,04/11/2018,10/26/2018,40.737772,-73.85216,Corona,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.85216 40.737772)
Brooklyn,3,312,38,51,17,10,39 ST & 9 AV,SE,306636,B35,EB,,Menchaca (Bk),E024,AT&T,09/24/2019,03/05/2020,40.645704,-73.994843,Sunset Park (East)-Borough Park (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.994843 40.645704)
Queens,4,401,22,36,12,14,STEINWAY ST & 31 AV,SW,552047,Q101,SB,,Constantinedes (Qn),E120,AT&T,03/07/2020,03/26/2021,40.76124,-73.917317,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.917317 40.76124)
Manhattan,1,108,4,73,28,12,LEXINGTON AV & E 89 ST                        405066,,405066,"M101, M102, M103",Southbound,--,Garodnick (M),E194,AT&T,,,40.78113,-73.954451,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.954451 40.78113)
Staten Island,5,502,50,64,23,11,"HYLAN BL & LAMPORT BL
(SE Corner)
200661",,200661,"S53, S78",Eastbound / Northbound,North toward St. George or northeast toward Bay Ridge,Oddo (SI),E21,NYCWiN,,,40.598406,-74.07912,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.07912 40.598406)
Queens,4,403,21,35,13,14,"ASTORIA BL & 94 ST
(NE Corner)
550633",,550633,"Q49, Q19",Westbound,Transfer from Q72. Near Queens Library Elmhurst. West to Astoria. South to Jackson Heights.,Moya (Qn),E284,AT&T,05/29/2018,09/26/2018,40.763149,-73.875137,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.875137 40.763149)
Staten Island,5,501,50,63,24,11,"VICTORY BL & DECATUR AV
(SE Corner)
201962",,201962,"S93 LTD, S92 LTD, S62",Eastbound,Bay Ridge,Oddo (SI),E393,AT&T,10/16/2018,04/04/2019,40.610565,-74.144594,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.144594 40.610565)
Brooklyn,3,303,33,57,25,8,DEKALB AV & BEDFORD AV,NW,303090,B38,WB,,Levin (Bk),E184,AT&T,01/22/2021,06/14/2021,40.690902,-73.955843,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.955843 40.690902)
Manhattan,1,104,3,75,47,12,10 AV & W 42 ST   (NE Corner)    401407,,401407,M11,Northbound,"Transfer from M42, north on 10th Av toward Manhattanville and City College",Johnson (M),E86,NYCWiN,,,40.759847,-73.995181,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.995181 40.759847)
Queens,4,401,22,36,59,14,30 AV & 29 ST,NW,550526,"Q18, Q102",SB,,Constantinedes (Qn),E102,AT&T,02/21/2020,12/03/2020,40.768061,-73.923648,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.923648 40.768061)
Manhattan,1,106,5,73,28,12,SUTTON PLACE &     E 55 ST                      404037,,404037,M57,Westbound,West on 57th to west side & north on 11th Av to 72nd St,Kallos (M),E153,AT&T,,,40.756196,-73.961653,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.961653 40.756196)
Staten Island,5,501,49,63,23,11,"TOMPKINS AV & TOWNSEND AV
(NW Corner)
201087",,201087,"S78, S52",Southbound,Bricktown Mall,Oddo (SI),E367,AT&T,09/26/2018,12/14/2018,40.61864,-74.075755,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.075755 40.61864)
Brooklyn,3,304,37,53,18,7,"DEKALB AV &
WYCKOFF AV
(SW Corner)
303073",,303073,"B38 LTD, B38",Westbound,Downtown Brooklyn,Espinal (Bk),E312,AT&T,07/20/2018,12/07/2018,40.704149,-73.919426,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.919426 40.704149)
Brooklyn,3,311,47,47,17,11,"86 ST & BAY PKY
(NE Corner)
300035",,300035,"B1, B4",Westbound,Transfer from Bay Parkway D station northwest to Bay Ridge. Under the El and no existing bus stop pole,Savino (K),E178,NYCWiN,,,40.60188,-73.993637,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.993637 40.60188)
Brooklyn,3,311,47,47,17,11,BAY PKY & BENSON AV,NE,300428,"B6, B82",EB,,Treyger (Bk),E148,AT&T,10/22/2020,04/08/2021,40.600434,-73.995232,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-73.995232 40.600434)
Brooklyn,3,304,34,53,18,7,DEKALB AV & BROADWAY,NE,308229,B38,WB,,Reynoso (Bk),E046,AT&T,11/08/2019,07/23/2020,40.693965,-73.929692,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.929692 40.693965)
Queens,4,413,31,31,10,5,147 AV & 243 ST,NW,552297,Q111,NB,,Richards (Qn),E168,AT&T,12/21/2020,06/07/2021,40.657435,-73.741759,Rosedale,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.741759 40.657435)
Manhattan,1,104,3,75,47,12,9 AV & W 42 ST,NW,401497,M11,EB,,Johnson (Mn),E005,AT&T,08/23/2019,03/16/2020,40.758584,-73.992665,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.992665 40.758584)
Brooklyn,3,307,38,51,17,10,5 AV & 60 ST,NE,305353,B63,NB,,Menchaca (Bk),E020,AT&T,09/17/2019,09/18/2020,40.639689,-74.015843,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.015843 40.639689)
Manhattan,1,108,5,76,28,12,"YORK AV & 
E 82 ST
(SW Corner)
402347",,402347,M31,Southbound,"South on York Av & west on 
57th St to 11th Av",Kallos (M),E155,AT&T,,,40.773109,-73.949262,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.949262 40.773109)
Staten Island,5,501,49,61,23,11,"VANDERBILT AV & HILLSIDE AV
(SW Corner)
201647",,201647,"S86 LTD, S76",Southbound,Oakwood Beach,Oddo (SI),E398,AT&T,10/19/2018,04/10/2019,40.61498,-74.085133,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.085133 40.61498)
Brooklyn,3,306,39,52,25,10,"5 AV & 
DEAN ST
305413",,305413,B63,Southbound,"Transfer from multiple trains and B65 EB or WB, south on 5th Av to Bay Ridge",Lander (K),E134,NYCWiN,,,40.681882,-73.976787,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.976787 40.681882)
Staten Island,5,501,49,63,23,11,RICHMOND TER/ANDROS AV      200010,,200010,S40,Eastbound,-,Savino (SI),E229,AT&T,,,40.63791,-74.162089,Mariner's Harbor-Arlington-Graniteville,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,POINT (-74.162089 40.63791)
Manhattan,1,108,5,76,28,12,"YORK AV & 
E 86 ST
(SW Corner)
402345",,402345,M31,Southbound,"Tranfer from M86, south on York Avenue toward Cornell Medical and Rockefeller University",Kallos (M),E68,NYCWiN,,,40.775777,-73.947318,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.947318 40.775777)
Bronx,2,207,14,78,33,13,GRAND CONCOURSE & KINGSBRIDGE RD,SW,100101,"Bx1, Bx2, BxM4",SB,,Cabrera (Bx),E156,AT&T,11/12/2020,06/24/2021,40.865775,-73.894863,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.894863 40.865775)
Manhattan,1,108,4,73,28,12,"MADISON AV 
& E 69 ST
400029",,400029,M72,Eastbound,--,Garodnick (M),E144,AT&T,,,40.770075,-73.966558,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.966558 40.770075)
Bronx,2,208,11,81,31,13,"BROADWAY 
& W 231 ST
(SW Corner)
100621",,100621,Bx9,Southbound,"Near elevated. Transfer from 1 train and Bx1, Bx7, and Bx10 buses. South on B/way",Cohen (Bx),E277,AT&T,05/17/2018,08/16/2018,40.87906,-73.904768,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.904768 40.87906)
Queens,4,404,21,35,13,6,"JUNCTION BL & 
H. HARDING EXP
(NE Corner)
551989",,551989,Q72,Northbound,North on Junction Boulevard to LGA,Moya (Qn),E287,AT&T,05/29/2018,09/27/2018,40.734502,-73.864618,Corona,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.864618 40.734502)
Queens,4,401,22,36,12,14,30 AV & STEINWAY ST                     550533,,550533,Q18,Westbound,"Transfer from Steinway St Q101 bus, west toward 30 Av N, Q trains and Astoria Houses",Constantinides (Q),E32,NYCWiN,,,40.76392,-73.914819,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.914819 40.76392)
Staten Island,5,502,50,64,23,11,"SAND LA & 
HYLAN BL                      (SE Corner)
201289",,201289,"S53, S52",Eastbound,West side of Sand Lane (southbound side),Matteo (SI),E106,NYCWiN,,,40.598237,-74.072091,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.072091 40.598237)
Manhattan,1,108,5,68,29,12,1 AV/E 93 ST                 401718,,401718,M15,Northbound,Serves Isaacs Houses/Holmes Towers. North on 1st Av to East Harlem,Kallos (M),E187,NYCWiN,,,40.781562,-73.945891,Upper East Side-Yorkville,AE,,2,POINT (-73.945891 40.781562)
Staten Island,5,502,50,64,24,11,"NEW DORP LA & MILL RD
(NE Corner)
202387",,202387,"S78, S76",Northbound,St George,Oddo (SI),E407,AT&T,11/02/2018,04/11/2019,40.568821,-74.106638,Miller Field,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.106638 40.568821)
Manhattan,1,112,10,72,31,13,W 178 ST & BROADWAY,SE,400799,"Bx11, Bx13, Bx36, Bx36 LTD, M98",SB,Route info at stop listed as scheduled layover,Rodriguez (Mn),E131,AT&T,06/15/2020,06/16/2021,40.84803,-73.936989,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.936989 40.84803)
Brooklyn,3,306,39,44,20,10,"7 AV & 9 ST
(NE Corner)
305630",,305630,"B69, B67",Northbound,Transfer from 7 Av F and G subway station toward Downtown BK and Navy Yard,Lander (K),E30,NYCWiN,,,40.667271,-73.981178,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.981178 40.667271)
Brooklyn,3,314,40,42,21,9,CHURCH AV & E 18 ST,SW,302699,B35,EB,,Eugene (Bk),E047,AT&T,11/08/2019,09/14/2020,40.649313,-73.963199,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.963199 40.649313)
Brooklyn,3,312,44,48,22,9,"50 ST & 16 AV
(SE Corner)
301179",,301179,B11,Eastbound,CM Request,Yeger (Bk),E325,AT&T,08/14/2018,11/27/2018,40.630239,-73.985805,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.985805 40.630239)
Bronx,2,212,11,81,36,15,KATONAH AV & E 234 ST,NW,102249,"Bx31, Bx34, BxM4",SB,,Cohen (Bx),E126,AT&T,06/01/2020,05/06/2021,40.897026,-73.867163,Wakefield-Woodlawn,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.867163 40.897026)
Staten Island,5,501,49,61,23,11,BAY ST/VAN DUZER EXT                             203190,,203190,"S51,  S74, S76",Southbound,--,Savino (SI),E212,NYCWiN,,,40.634895,-74.075448,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-74.075448 40.634895)
Queens,4,412,27,29,11,5,HILLSIDE AV & 179 ST,SE,500095,Q2,EB,,Miller (Qn),E065,AT&T,01/02/2020,05/07/2020,40.712528,-73.784081,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.784081 40.712528)
Staten Island,5,501,49,61,23,11,"BAY ST & 
SANDS ST
(NW Corner)
201638",,201638,"S76, S74, S51",Southbound,Oakwood Beach,Oddo (SI),E373,AT&T,09/26/2018,12/14/2018,40.629336,-74.076689,Tompkinsville-Stapleton-Clifton-Fox Hills,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,POINT (-74.076689 40.629336)
Brooklyn,3,306,39,44,26,10,"5 AV & 9 ST
308204",,308204,B63,"Northbound, Westbound",To Brooklyn Bridge Park through Park Slope. Transfer from B61,Lander (K),E176,AT&T,,,40.669431,-73.98597,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.98597 40.669431)
Staten Island,5,501,49,63,23,11,"TOMPKINS AV & SAINT MARYS AV
(SE Corner)
203674",,203674,"S78, S52",Northbound,St George,Oddo (SI),E346,AT&T,09/20/2018,01/09/2019,40.613978,-74.072297,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.072297 40.613978)
Queens,4,404,25,30,12,6,GRAND AV &QUEENS BL(SW Corner)                                       503522,,503522,"Q59, Q58 LTD, Q58",Westbound,"Transfer from Grand Av M, R and Queens Blvd buses. South on Grand Av to Ridgewood",Katz (Qn),E258,AT&T,04/11/2018,08/20/2018,40.736357,-73.878318,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.878318 40.736357)
Staten Island,5,501,49,63,23,11,"FOREST AV & BROADWAY
(NE Corner)
201552",,201552,"S98 LTD, S48",Westbound,Westbound on Forest Av toward West Shore or Mariners Harbor,Oddo (SI),E2,NYCWiN,,,40.629042,-74.115975,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.115975 40.629042)
Manhattan,1,107,6,69,30,12,"BROADWAY 
& W 104 ST
(SW Corner)
403153",,403153,M104,Southbound,Transfer from 103 St 1 train. South on Broadway to 42nd St,Rosenthal (Mn),E307,AT&T,07/05/2018,12/05/2018,40.799738,-73.968497,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.968497 40.799738)
Brooklyn,3,302,33,52,26,10,BOERUM PL & JORALEMON ST,SW,307408,"B61, B65",EB,,Levin (Bk),E181,AT&T,01/14/2021,06/10/2021,40.692022,-73.989228,Brooklyn Heights,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.989228 40.692022)
Queens,4,401,22,34,12,14,STEINWAY ST & DITMARS BL,SW,552059,Q101,SB,,Constantinedes (Qn),E107,AT&T,03/07/2020,02/09/2021,40.77283,-73.906292,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.906292 40.77283)
Queens,4,403,22,35,13,14,23 AV & 90 ST,NW,551132,"Q33, Q48",SB,,Constantinedes (Qn),E098,AT&T,02/10/2020,02/05/2021,40.767857,-73.880212,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.880212 40.767857)
Bronx,2,212,12,83,36,16,"E 233 ST & 
WHITE PLAINS RD
(SE Corner)
102072",,102072,Bx31,Southbound,"Transfer from 233 St 2, 5 train. Southeast to Yeshiva U & Westchester Sq",Cohen (Bx),E279,AT&T,05/17/2018,08/15/2018,40.893135,-73.856867,Wakefield-Woodlawn,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.856867 40.893135)
Manhattan,1,108,4,73,28,12,LEXINGTON AV & E 62 ST                                      402835,,402835,"M103, M102, M101",Southbound,--,Garodnick (M),E231,NYCWiN,,,40.763812,-73.967079,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.967079 40.763812)
Queens,4,409,32,24,15,5,MYRTLE AV/PARK LA S                                   504355,,504355,"Q55, Q37",Westbound,Adjacent to Forest Park & Richmond Hill War Memorial. East along Myrtle Av to Kew Gardens,Ulrich (Q),E208,AT&T,,,40.701097,-73.841261,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.841261 40.701097)
Manhattan,1,103,1,65,27,10,"PIKE ST &
MADISON ST   404843",,404843,M15,Northbound,-,Chin (M),E213,AT&T,,,40.71288,-73.992288,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.992288 40.71288)
Queens,4,409,32,24,15,5,MYRTLE AV & 114 ST,NW,504434,Q55,WB,,Ulrich (Qn),E142,AT&T,09/10/2020,03/22/2021,40.700562,-73.83632,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.83632 40.700562)
Queens,4,413,31,29,10,5,SUNRISE HWY & FRANCIS LEWIS BL,NW,503954,Q85,WB,,Richards (Qn),E167,AT&T,12/21/2020,05/19/2021,40.66568,-73.73623,Rosedale,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.73623 40.66568)
Queens,4,403,22,34,13,14,82 ST & ASTORIA BL,SW,550270,Q33,SB,,Constantinedes (Qn),E094,AT&T,02/10/2020,11/20/2020,40.764727,-73.88714,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.88714 40.764727)
Queens,4,409,28,24,15,5,"111 ST & JAMAICA AV
(SE Corner)
551219",,551219,Q37,Northbound,"Transfer from 111 St J station, north on 111 St toward Union Tpke - Kew Gardens E, F Station",Ulrich (Q),E172,AT&T,,,40.696843,-73.837062,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.837062 40.696843)
